Start Training
Train Epoch0 out_loss 0.3991926610469818, R2 0.6023699045181274
Test Epoch94 layer1 out_loss 0.20214784145355225, R2 0.7946006059646606
Test Epoch94 layer2 out_loss 0.20282353460788727, R2 0.7939140200614929
Train Epoch95 out_loss 0.17650434374809265, R2 0.8241865634918213
Test Epoch95 layer0 out_loss 0.2306382656097412, R2 0.7656518816947937
Test Epoch95 layer1 out_loss 0.20255306363105774, R2 0.7941888570785522
Test Epoch95 layer2 out_loss 0.20075494050979614, R2 0.7960158586502075
Train Epoch96 out_loss 0.17621392011642456, R2 0.824475884437561
Test Epoch96 layer0 out_loss 0.23414279520511627, R2 0.7620909810066223
Test Epoch96 layer1 out_loss 0.2046157717704773, R2 0.7920929193496704
Test Epoch96 layer2 out_loss 0.20429004728794098, R2 0.7924239039421082
Train Epoch97 out_loss 0.17591692507266998, R2 0.8247716426849365
Test Epoch97 layer0 out_loss 0.23101477324962616, R2 0.7652693390846252
Test Epoch97 layer1 out_loss 0.20617754757404327, R2 0.7905060648918152
Test Epoch97 layer2 out_loss 0.20797322690486908, R2 0.7886815071105957
Train Epoch98 out_loss 0.1748296022415161, R2 0.8258547186851501
Test Epoch98 layer0 out_loss 0.2344631552696228, R2 0.7617654800415039
Test Epoch98 layer1 out_loss 0.203237846493721, R2 0.7934930324554443
Test Epoch98 layer2 out_loss 0.20189474523067474, R2 0.7948577404022217
Train Epoch99 out_loss 0.17523205280303955, R2 0.8254538774490356
Test Epoch99 layer0 out_loss 0.23053638637065887, R2 0.7657554149627686
Test Epoch99 layer1 out_loss 0.20215171575546265, R2 0.7945966720581055
Test Epoch99 layer2 out_loss 0.202656090259552, R2 0.7940841913223267
Best r2 0.7960919141769409 at L2
Figure(640x480)
Figure(640x480)
Figure(640x480)
Figure(640x480)
